SAST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2/5/2014,26,21,16,17,15,13,88,71,47,1017,1015,1013,,,,3,2,,0,,,282
2/6/2014,28,23,19,18,16,13,88,69,45,1018,1015,1013,,,,10,2,,0,,,72
2/7/2014,27,22,17,17,15,13,94,69,44,1019,1017,1015,,,,10,6,,0,,,72
2/8/2014,28,23,18,16,15,12,88,67,39,1019,1017,1014,,,,3,3,,0,,,1
2/9/2014,25,20,16,16,15,13,88,72,47,1019,1017,1015,,,,6,3,,0,,,23
2/10/2014,28,22,17,16,14,11,88,67,37,1021,1019,1018,,,,8,3,,0,,,96
2/11/2014,28,20,15,13,12,8,88,65,28,1022,1021,1020,,,,3,2,,0,,,77
2/12/2014,30,26,21,9,6,4,46,27,22,1022,1019,1017,,,,11,6,34,0,,,88
2/13/2014,29,21,14,16,12,7,83,60,32,1023,1021,1019,,,,8,3,,0,,,88
2/14/2014,26,21,17,16,12,8,88,59,32,1025,1023,1022,,,,10,3,,0,,,102
2/15/2014,27,21,16,13,11,8,77,54,32,1026,1024,1021,,,,10,6,,0,,,95
2/16/2014,28,21,14,12,7,0,88,48,16,1023,1021,1019,,,,10,3,,0,,,101
2/17/2014,27,20,14,10,8,5,77,50,24,1024,1023,1021,,,,8,3,,0,,,48
2/18/2014,29,21,13,12,10,8,82,50,27,1023,1021,1018,,,,10,2,,0,,,210
2/19/2014,28,23,18,14,13,11,73,56,37,1021,1019,1016,,,,10,6,,0,,,46
2/20/2014,27,22,17,14,14,12,82,63,42,1018,1016,1014,,,,6,3,,0,,,320
2/21/2014,24,20,17,18,14,12,88,72,57,1024,1020,1017,,,,13,5,34,0,,,117
2/22/2014,26,21,17,16,15,13,88,72,50,1025,1024,1022,,,,8,5,,0,,,38
2/23/2014,27,22,18,17,15,13,88,71,42,1025,1023,1021,,,,6,3,,0,,,352
2/24/2014,26,22,18,15,14,13,83,67,50,1023,1021,1018,,,,6,3,,0,,,359
2/25/2014,27,22,17,16,14,10,88,69,36,1021,1020,1017,,,,6,3,,0,,,304
2/26/2014,24,20,16,15,14,11,88,75,53,1023,1021,1019,,,,8,3,,0,,,100
2/27/2014,25,20,16,15,13,10,88,77,39,1023,1021,1019,,,,3,3,,0,,,3
2/28/2014,27,20,13,15,12,8,88,63,32,1021,1019,1016,,,,3,2,,0,,,304
3/1/2014,22,18,15,16,14,11,88,76,57,1021,1019,1017,,,,6,2,,0,,,275
3/2/2014,16,16,16,14,14,14,88,88,88,1021,1021,1020,,,,2,2,,0,,,75
3/7/2014,25,21,18,17,16,14,88,72,57,1023,1021,1020,,,,3,3,,0,,,324
3/8/2014,26,21,17,17,16,14,94,77,47,1023,1021,1019,,,,6,2,,0,,,14
3/9/2014,23,20,17,17,16,14,94,83,61,1022,1020,1018,,,,6,3,,0,,,15
3/10/2014,21,18,16,16,15,14,94,83,64,1023,1022,1021,,,,14,6,35,0,,,85
3/11/2014,20,18,15,18,16,13,100,92,88,1022,1020,1018,,,,10,5,,0,,,13
3/12/2014,24,20,16,17,15,14,94,78,53,1022,1019,1018,,,,6,2,,0,,,309
3/13/2014,21,18,15,15,13,11,88,79,64,1027,1024,1022,,,,11,3,,0,,,84
3/14/2014,17,16,14,14,13,12,94,82,72,1027,1026,1024,,,,6,3,,0,,,4
3/15/2014,24,19,14,15,13,12,88,74,53,1026,1024,1023,,,,3,2,,0,,,287
3/16/2014,26,20,14,15,13,11,94,69,39,1025,1024,1022,,,,6,2,,0,,,276
3/17/2014,25,20,16,16,15,13,88,74,54,1024,1023,1021,,,,3,2,,0,,,307
3/18/2014,26,20,15,15,14,13,94,69,44,1025,1022,1020,,,,6,2,,0,,,30
3/19/2014,26,21,17,17,15,13,88,68,44,1022,1020,1018,,,,10,2,,0,,,299
3/20/2014,28,20,12,15,6,-1,88,48,15,1023,1021,1019,,,,3,2,,0,,,241
3/21/2014,23,19,15,14,13,6,82,70,50,1028,1026,1024,,,,8,3,,0,,,29
3/22/2014,23,19,14,14,13,11,88,71,50,1026,1025,1023,,,,6,3,,0,,,11
3/23/2014,27,19,12,13,12,10,88,65,37,1026,1024,1024,,,,6,2,,0,,,35
3/24/2014,26,20,14,14,12,10,94,68,39,1028,1026,1025,,,,8,2,,0,,,36
3/25/2014,25,19,13,13,12,10,88,67,39,1026,1024,1022,,,,6,2,,0,,,18
3/26/2014,27,19,12,15,13,10,94,69,42,1022,1021,1018,,,,6,2,,0,,,292
3/27/2014,27,22,17,14,11,7,82,59,30,1024,1022,1020,,,,6,3,,0,,,193
3/28/2014,23,18,14,14,12,10,82,68,44,1027,1024,1023,,,,6,3,,0,,,66
3/29/2014,24,19,15,13,12,10,88,68,41,1025,1023,1021,,,,3,2,,0,,,348
3/30/2014,26,19,13,13,11,6,88,65,28,1023,1022,1021,,,,6,2,,0,,,216
3/31/2014,25,18,12,13,11,9,88,69,38,1025,1023,1021,,,,6,2,,0,,,58
4/1/2014,23,17,12,13,12,10,94,70,50,1023,1021,1019,,,,6,2,,0,,,318
4/2/2014,22,16,12,14,12,10,88,81,57,1022,1020,1019,,,,6,2,,0,,,5
8/2/2014,,,,,,,,,,,,,,,,,,,0,,,-1
8/3/2014,5,,5,-6,-6,-6,45,45,45,1030,1030,1030,,,,0,0,,0,,,-1
9/23/2014,15,14,14,3,3,3,48,47,45,1028,1027,1027,,,,2,2,,0,,,155
9/24/2014,25,18,11,4,1,-3,62,35,16,1029,1026,1023,,,,10,3,29,0,,,3
9/25/2014,28,19,11,6,3,1,67,35,17,1026,1024,1021,,,,8,3,,0,,,328
9/26/2014,30,21,12,5,3,0,62,36,15,1024,1022,1020,,,,6,2,,0,,,341
9/27/2014,30,21,12,8,3,-2,67,32,13,1021,1020,1018,,,,13,3,32,0,,,318
9/28/2014,25,20,16,9,7,-1,63,44,24,1022,1020,1017,,,,11,8,34,0,,,38
9/29/2014,23,18,14,12,11,9,88,68,44,1022,1020,1018,,,,11,6,,0,,,5
9/30/2014,26,18,10,13,-2,-13,88,36,7,1022,1019,1017,,,,14,5,35,0,,,259
10/1/2014,24,16,7,0,-4,-13,53,31,10,1023,1021,1017,,,,14,5,35,0,,,203
10/2/2014,23,16,8,5,1,-7,76,43,18,1025,1022,1020,,,,11,5,,0,,,13
10/3/2014,24,16,8,6,3,-1,71,47,20,1025,1022,1020,,,,10,3,,0,,,24
10/4/2014,21,13,7,6,4,3,87,56,31,1028,1026,1025,,,,8,3,,0,,,58
10/5/2014,24,16,7,5,4,2,81,48,24,1030,1028,1026,,,,6,2,,0,,,358
10/6/2014,26,17,9,5,2,-1,71,41,18,1029,1027,1025,,,,8,2,,0,,,8
10/7/2014,27,18,10,3,1,-2,58,35,16,1026,1023,1020,,,,6,2,,0,,,357
10/8/2014,30,20,11,0,-1,-3,47,26,12,1020,1017,1015,,,,10,2,32,0,,,290
10/9/2014,31,22,14,0,-2,-4,38,20,12,1020,1016,1014,,,,10,5,27,0,,,287
10/10/2014,28,20,13,12,7,-1,82,45,22,1026,1022,1019,,,,13,5,34,0,,,44
10/11/2014,21,17,13,13,12,10,88,74,53,1028,1026,1024,,,,11,6,27,0,,,13
10/12/2014,28,20,12,14,12,10,94,68,32,1027,1025,1022,,,,8,3,,0,,,347
10/13/2014,32,26,20,10,-4,-10,30,14,9,1024,1022,1021,,,,11,6,32,0,,,235
10/14/2014,29,21,13,11,7,-6,77,38,18,1024,1022,1019,,,,6,5,,0,,,353
10/15/2014,23,19,15,15,11,8,82,63,44,1020,1018,1015,,,,8,2,,0,,,306
10/16/2014,26,19,12,12,4,-10,88,53,10,1016,1012,1008,,,,16,5,48,0,,,286
10/17/2014,20,14,8,3,1,-2,66,45,24,1021,1017,1013,,,,11,8,35,0,,,162
10/18/2014,23,14,6,1,-2,-6,66,37,14,1025,1022,1020,,,,13,6,35,0,,,128
10/19/2014,28,18,8,3,-1,-8,66,34,9,1023,1021,1019,,,,8,3,,0,,,224
10/20/2014,30,20,10,5,0,-3,62,31,12,1023,1022,1020,,,,6,2,,0,,,335
10/21/2014,30,20,11,10,5,0,76,43,14,1026,1023,1021,,,,14,3,40,0,,,10
10/22/2014,28,20,12,13,8,4,82,56,21,1026,1024,1022,,,,10,5,,0,,,2
10/23/2014,28,19,11,11,9,7,88,65,28,1024,1022,1017,,,,13,5,,0,,,30
10/24/2014,29,20,12,12,8,2,88,53,18,1021,1020,1017,,,,11,3,,0,,,341
10/25/2014,28,20,12,12,8,5,88,54,26,1026,1021,1017,,,,11,3,32,0,,,71
10/26/2014,19,16,13,12,11,8,94,74,52,1029,1026,1024,,,,11,5,,0,,,85
10/27/2014,23,17,11,9,8,6,88,63,33,1029,1027,1024,,,,10,5,,0,,,35
10/28/2014,26,18,10,10,8,7,87,58,32,1026,1024,1021,,,,8,2,,0,,,357
10/29/2014,29,20,12,10,7,5,77,47,23,1025,1022,1020,,,,6,2,,0,,,335
10/30/2014,32,23,14,10,5,0,72,36,13,1023,1021,1018,,,,8,2,,0,,,273
10/31/2014,31,23,17,12,7,0,64,36,14,1023,1021,1018,,,,8,3,,0,,,16
11/1/2014,26,21,17,12,11,9,72,54,36,1023,1021,1018,,,,10,5,35,0,,,29
11/2/2014,20,17,14,12,9,6,77,62,40,1026,1023,1020,,,,10,6,,0,,,102
11/3/2014,22,18,14,15,13,12,88,80,53,1025,1024,1022,,,,10,3,39,0,,,40
11/4/2014,17,16,16,15,14,14,94,89,88,1024,1023,1022,,,,6,5,,0,,,12
11/5/2014,24,20,15,4,2,0,48,30,21,1026,1025,1024,,,,6,5,,0,,,192
11/6/2014,26,19,12,11,8,6,77,53,28,1029,1027,1025,,,,8,3,,0,,,34
11/7/2014,29,21,13,12,8,4,88,52,22,1027,1025,1022,,,,6,2,,0,,,291
11/8/2014,27,20,14,13,12,8,94,72,30,1024,1022,1019,,,,10,3,,0,,,340
11/9/2014,29,21,14,14,11,6,94,60,27,1022,1020,1017,,,,8,3,,0,,,302
11/10/2014,21,18,16,15,13,11,88,73,53,1023,1021,1019,,,,8,2,,0,,,87
11/11/2014,17,16,15,16,14,13,94,89,82,1026,1024,1023,,,,10,3,,0,,,73
11/12/2014,17,16,14,15,14,13,94,90,82,1023,1021,1019,,,,6,3,24,0,,,360
11/13/2014,26,20,15,15,13,10,94,68,39,1021,1019,1017,,,,6,0,26,0,,,292
11/14/2014,30,21,13,14,9,5,82,51,20,1023,1021,1018,,,,8,2,,0,,,334
11/15/2014,22,17,12,15,12,4,88,75,53,1024,1021,1019,,,,11,2,35,0,,,301
11/16/2014,24,17,9,7,1,-3,50,36,22,1024,1022,1020,,,,8,3,,0,,,223
11/17/2014,19,14,9,11,7,1,87,66,49,1027,1024,1022,,,,10,2,,0,,,102
11/18/2014,19,13,8,7,6,5,87,69,40,1029,1027,1025,,,,6,2,,0,,,11
11/19/2014,22,14,8,10,8,6,87,67,41,1025,1022,1020,,,,6,2,,0,,,315
11/20/2014,23,16,9,7,6,4,87,54,29,1020,1019,1017,,,,16,2,48,0,,,357
11/21/2014,25,18,12,10,7,5,68,50,28,1023,1021,1019,,,,8,2,26,0,,,118
11/22/2014,28,20,13,11,9,7,77,52,26,1025,1023,1021,,,,8,2,,0,,,350
11/23/2014,21,18,14,14,12,10,88,73,53,1026,1024,1021,,,,8,2,,0,,,342
11/24/2014,26,19,12,14,11,9,88,66,34,1025,1023,1021,,,,8,3,27,0,,,242
11/25/2014,29,21,13,12,11,8,88,57,27,1024,1022,1019,,,,10,3,,0,,,334
11/26/2014,29,22,15,14,12,8,82,58,30,1023,1021,1017,,,,14,5,40,0,,,24
11/27/2014,18,16,13,13,12,11,94,79,68,1022,1019,1016,,,,11,6,39,0,,,348
11/28/2014,26,20,14,12,8,3,88,53,23,1021,1019,1017,,,,11,3,,0,,,258
11/29/2014,28,21,14,12,9,6,77,50,30,1025,1022,1020,,,,8,3,,0,,,8
11/30/2014,25,19,14,13,12,9,88,72,41,1026,1024,1021,,,,11,5,40,0,,,23
12/1/2014,27,19,11,11,8,5,88,56,26,1025,1023,1020,,,,8,2,,0,,,55
12/2/2014,27,20,13,12,11,8,82,58,30,1024,1021,1019,,,,8,2,,0,,,20
12/3/2014,28,20,13,12,8,3,82,52,21,1023,1021,1019,,,,6,2,,0,,,324
12/4/2014,30,21,13,10,7,4,72,44,20,1023,1021,1020,,,,8,2,,0,,,304
12/5/2014,31,23,15,10,7,3,59,39,17,1026,1023,1020,,,,10,3,34,0,,,247
12/6/2014,28,21,15,13,12,8,88,60,32,1027,1025,1021,,,,11,5,,0,,,338
12/7/2014,29,21,13,13,10,6,94,57,23,1025,1022,1018,,,,19,3,48,0,,,4
12/8/2014,25,19,14,14,12,10,88,67,44,1024,1021,1018,,,,10,3,,0,,,311
12/9/2014,20,17,13,14,13,12,94,83,68,1022,1020,1018,,,,6,2,,0,,,16
12/10/2014,25,20,15,15,14,13,94,72,47,1022,1020,1017,,,,3,2,,0,,,335
12/11/2014,28,21,15,16,13,9,94,67,37,1023,1021,1018,,,,13,3,35,0,,,358
12/12/2014,25,20,15,15,13,12,88,74,44,1023,1020,1018,,,,6,3,,0,,,257
12/13/2014,26,20,15,16,14,12,88,69,42,1024,1022,1020,,,,8,2,,0,,,47
12/14/2014,25,20,16,15,14,13,88,70,50,1024,1022,1018,,,,8,3,,0,,,357
12/15/2014,27,21,15,14,12,11,82,60,39,1021,1019,1017,,,,8,3,,0,,,309
12/16/2014,20,18,16,16,14,11,88,77,64,1023,1020,1018,,,,11,3,,0,,,102
12/17/2014,22,18,14,14,12,10,82,68,53,1023,1021,1020,,,,11,6,,0,,,69
12/18/2014,25,21,17,15,14,13,82,70,50,1021,1020,1019,,,,8,3,,0,,,358
12/19/2014,27,23,20,15,13,11,73,54,37,1022,1019,1017,,,,6,3,,0,,,286
12/20/2014,29,22,15,16,13,9,88,62,29,1022,1020,1017,,,,8,2,,0,,,338
12/21/2014,30,22,14,15,11,6,88,54,22,1021,1020,1017,,,,6,2,,0,,,318
12/22/2014,30,23,16,16,13,10,77,56,30,1022,1021,1019,,,,6,2,,0,,,354
12/23/2014,27,22,18,16,15,13,83,68,45,1022,1021,1020,,,,6,3,,0,,,344
12/24/2014,28,21,15,16,14,13,88,70,39,1023,1021,1020,,,,6,2,,0,,,282
12/25/2014,31,23,17,17,15,13,88,65,33,1022,1020,1017,,,,11,3,35,0,,,355
12/26/2014,29,23,17,17,16,14,94,69,42,1021,1018,1015,,,,10,3,27,0,,,143
12/27/2014,22,19,17,17,16,15,94,83,69,1020,1017,1015,,,,11,5,,0,,,22
12/28/2014,24,21,18,19,17,16,94,83,65,1019,1017,1016,,,,3,2,,0,,,43
12/29/2014,27,21,16,15,13,12,83,63,42,1022,1020,1018,,,,11,6,27,0,,,111
12/30/2014,30,22,14,14,10,5,77,52,25,1021,1019,1017,,,,6,3,,0,,,52
12/31/2014,25,21,17,15,13,9,83,66,46,1020,1018,1016,,,,8,3,26,0,,,21
11/20/2013,28,22,17,18,14,11,83,63,35,1019,1017,1014,,,,10,3,,0,,,339
11/21/2013,22,18,15,16,14,11,94,78,53,1023,1020,1017,,,,10,5,,0,,,40
11/22/2013,23,18,13,14,12,11,94,73,50,1026,1024,1022,,,,8,5,,0,,,44
11/23/2013,26,20,14,13,10,3,88,59,23,1025,1023,1021,,,,8,3,,0,,,208
11/24/2013,24,19,15,12,9,7,72,56,36,1026,1025,1022,,,,11,6,,0,,,37
11/25/2013,26,19,12,12,10,9,82,59,34,1025,1022,1019,,,,11,3,29,0,,,347
11/26/2013,29,21,13,11,9,5,82,51,22,1022,1020,1016,,,,13,5,34,0,,,268
11/27/2013,28,20,13,14,9,6,88,53,25,1022,1021,1018,,,,11,3,24,0,,,42
11/28/2013,22,17,12,15,12,11,94,78,57,1024,1022,1019,,,,13,6,27,0,,,57
11/29/2013,21,16,12,13,12,10,94,75,60,1024,1021,1018,,,,13,6,32,0,,,35
11/30/2013,29,21,14,14,13,9,94,66,32,1023,1018,1015,,,,10,5,34,0,,,345
12/1/2013,25,20,15,14,13,12,94,66,44,1027,1023,1019,,,,8,5,,0,,,26
12/2/2013,25,20,16,15,13,11,88,72,47,1028,1026,1024,,,,10,3,,0,,,7
12/3/2013,24,20,16,15,14,13,88,79,50,1026,1023,1021,,,,13,3,39,0,,,330
12/4/2013,27,20,13,16,12,8,94,67,30,1023,1021,1019,,,,6,3,,0,,,243
12/5/2013,25,19,14,14,12,10,88,66,41,1024,1021,1019,,,,10,3,,0,,,55
12/6/2013,23,18,14,14,12,11,88,75,53,1024,1023,1021,,,,6,3,,0,,,360
12/7/2013,23,19,15,14,12,9,94,70,41,1026,1025,1023,,,,10,3,,0,,,12
12/8/2013,24,19,14,16,13,10,88,73,46,1026,1024,1022,,,,6,2,,0,,,293
12/9/2013,24,19,15,14,12,11,88,68,44,1024,1022,1020,,,,6,3,,0,,,294
12/10/2013,17,16,14,15,14,13,94,91,82,1020,1019,1018,,,,6,3,,0,,,360
12/11/2013,25,19,14,16,13,11,88,76,41,1019,1017,1014,,,,10,3,,0,,,292
12/12/2013,26,19,12,14,13,10,94,75,39,1019,1017,1015,,,,8,3,,0,,,319
12/13/2013,28,20,12,15,11,2,94,63,19,1020,1018,1016,,,,11,3,,0,,,273
12/14/2013,28,21,14,15,13,11,88,66,37,1020,1018,1016,,,,8,2,,0,,,326
12/15/2013,31,23,16,18,12,2,94,59,18,1020,1018,1015,,,,8,3,26,0,,,291
12/16/2013,30,23,16,14,6,0,77,40,16,1020,1018,1016,,,,10,2,,0,,,244
12/17/2013,26,21,16,15,13,9,88,69,42,1021,1019,1016,,,,11,5,32,0,,,11
12/18/2013,26,20,14,14,13,8,88,68,38,1024,1020,1017,,,,11,5,34,0,,,14
12/19/2013,23,18,13,14,12,11,94,75,50,1024,1022,1020,,,,10,5,,0,,,21
12/20/2013,25,20,16,14,13,11,88,71,44,1025,1023,1022,,,,6,3,,0,,,22
12/21/2013,28,21,14,14,12,8,88,60,30,1026,1025,1023,,,,6,2,,0,,,283
12/22/2013,29,22,16,15,13,10,88,57,30,1026,1024,1021,,,,6,2,,0,,,172
12/23/2013,28,22,17,15,13,10,83,64,35,1023,1022,1019,,,,10,3,,0,,,298
12/24/2013,22,19,17,15,13,11,83,68,56,1022,1021,1019,,,,6,2,,0,,,270
12/25/2013,21,19,17,16,14,12,88,76,64,1023,1022,1021,,,,3,2,,0,,,178
12/26/2013,24,19,15,15,14,14,94,76,57,1024,1023,1020,,,,6,2,,0,,,323
12/27/2013,24,20,16,15,14,13,88,71,53,1023,1021,1018,,,,8,3,,0,,,36
12/28/2013,26,22,18,17,15,14,88,70,50,1021,1020,1018,,,,6,3,,0,,,339
12/29/2013,20,17,14,15,14,13,94,86,73,1022,1021,1020,,,,10,5,,0,,,107
12/30/2013,25,20,15,13,12,10,88,67,41,1022,1021,1019,,,,8,5,,0,,,111
12/31/2013,27,21,15,12,8,5,82,48,26,1022,1021,1019,,,,13,5,,0,,,100
